NEIGHBORHOODS   ,12
MAX_NO_IMPROV   ,10
MAX_NO_IMPROV_LS,20
NUMBER OF RUNS  ,20
Time,Initial Cost,Minimized Cost,Error Rate
15.16282,174355.0,34238.0,60.8777
19.37448,181459.0,30936.0,45.3623
17.61102,170774.0,34219.0,60.7885
22.01883,172669.0,34590.0,62.5317
19.23096,178843.0,30764.0,44.5541
40.52575,178322.0,28854.0,35.5794
24.00586,166693.0,31572.0,48.3507
34.30414,171479.0,28171.0,32.3701
34.34421,161549.0,30421.0,42.9424
22.98517,174376.0,29321.0,37.7737
17.40156,175813.0,32265.0,51.6070
35.17339,171260.0,28842.0,35.5230
21.60083,183515.0,31864.0,49.7228
26.38731,168429.0,28786.0,35.2598
16.54339,164109.0,31982.0,50.2772
25.31145,174513.0,32384.0,52.1661
23.91550,173489.0,34207.0,60.7321
14.90901,156768.0,34828.0,63.6500
15.57943,177481.0,35940.0,68.8751
22.47077,175898.0,29653.0,39.3337
AVG TIME,23.442794
MIN_COST,28171.0
AVG_COST,31691.85
MIN_ERR ,32.3701
AVG_ERR ,48.91387000000001
